sku,name,brand,silo,level,category,surface,price,color,sizes,description,badge,angle1 (main),angle2,angle3,angle4,angle5,angle6
GK-CMP-011,Mizuno Morelia Neo IV IN #28,Mizuno,Clássico,Club,Chuteiras,IN,21500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Mais Vendido,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-011-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-011-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-011-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-011-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-011-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-011-6.png
GK-CMP-012,Nike Mercurial Vapor 16 AG #29,Nike,Velocidade,Pro,Chuteiras,AG,12500,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-012-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-012-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-012-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-012-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-012-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-012-6.png
GK-CMP-013,Puma Ultra Ultimate IN #30,Puma,Velocidade,Elite,Chuteiras,IN,21500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-013-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-013-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-013-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-013-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-013-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-013-6.png
GK-CMP-014,Nike Mercurial Vapor 16 SG #32,Nike,Velocidade,Pro,Chuteiras,SG,21500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado SG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-014-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-014-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-014-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-014-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-014-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-014-6.png
GK-CMP-015,Nike Mercurial Vapor 16 IN #33,Nike,Velocidade,Elite,Chuteiras,IN,15800,Crimson / Bone,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-015-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-015-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-015-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-015-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-015-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-015-6.png
GK-CMP-016,New Balance Furon V7 Pro HG #34,New Balance,Velocidade,Club,Chuteiras,HG,12500,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado HG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-016-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-016-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-016-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-016-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-016-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-016-6.png
GK-CMP-017,Joma Top Flex Rebound AG #35,Joma,Clássico,Elite,Chuteiras,AG,8900,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Mais Vendido,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-017-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-017-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-017-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-017-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-017-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-017-6.png
GK-CMP-018,Adidas F50 League AG #36,Adidas,Velocidade,Pro,Chuteiras,AG,21500,Crimson / Bone,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-018-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-018-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-018-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-018-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-018-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-018-6.png
GK-CMP-019,Nike Mercurial Vapor 16 IN #37,Nike,Velocidade,Academy,Chuteiras,IN,8900,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-019-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-019-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-019-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-019-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-019-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-019-6.png
GK-CMP-020,Mizuno Morelia Neo IV IN #38,Mizuno,Clássico,Pro,Chuteiras,IN,8900,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-020-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-020-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-020-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-020-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-020-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-020-6.png
GK-CMP-021,Adidas Predator Elite AG #41,Adidas,Precisão,Elite,Chuteiras,AG,12500,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-021-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-021-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-021-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-021-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-021-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-021-6.png
GK-CMP-022,Nike Phantom GX 2 AG #42,Nike,Controlo,Club,Chuteiras,AG,4500,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Mais Vendido,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-022-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-022-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-022-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-022-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-022-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-022-6.png
GK-CMP-023,New Balance Furon V7 Pro IN #43,New Balance,Velocidade,Academy,Chuteiras,IN,15800,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-023-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-023-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-023-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-023-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-023-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-023-6.png
GK-CMP-024,Puma Future Ultimate SG #45,Puma,Agilidade,Elite,Chuteiras,SG,21500,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado SG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-024-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-024-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-024-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-024-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-024-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-024-6.png
GK-CMP-025,Adidas F50 League MG #48,Adidas,Velocidade,Club,Chuteiras,MG,6800,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado MG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-025-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-025-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-025-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-025-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-025-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-025-6.png
GK-CMP-026,Mizuno Morelia Neo IV IN #49,Mizuno,Clássico,Elite,Chuteiras,IN,6800,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Mais Vendido,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-026-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-026-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-026-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-026-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-026-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-026-6.png
GK-CMP-027,Adidas Predator Elite HG #51,Adidas,Precisão,Academy,Chuteiras,HG,15800,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado HG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-027-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-027-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-027-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-027-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-027-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-027-6.png
GK-CMP-028,New Balance Tekela V4 Pro AG #52,New Balance,Controlo,Pro,Chuteiras,AG,21500,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-028-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-028-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-028-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-028-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-028-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-028-6.png
GK-CMP-029,Puma Future Ultimate MG #53,Puma,Agilidade,Elite,Chuteiras,MG,12500,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado MG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-029-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-029-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-029-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-029-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-029-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-029-6.png
GK-CMP-030,Puma Future Ultimate HG #55,Puma,Agilidade,Academy,Chuteiras,HG,12500,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado HG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-030-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-030-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-030-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-030-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-030-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-030-6.png
GK-CMP-031,Adidas Predator Elite IN #57,Adidas,Precisão,Pro,Chuteiras,IN,4500,Crimson / Bone,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-031-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-031-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-031-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-031-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-031-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-031-6.png
GK-CMP-032,Puma Ultra Ultimate IN #58,Puma,Velocidade,Academy,Chuteiras,IN,15800,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-032-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-032-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-032-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-032-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-032-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-032-6.png
GK-CMP-033,New Balance Furon V7 Pro IN #65,New Balance,Velocidade,Elite,Chuteiras,IN,4500,Crimson / Bone,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado IN. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-033-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-033-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-033-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-033-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-033-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-033-6.png
GK-CMP-034,Adidas Predator Elite AG #67,Adidas,Precisão,Club,Chuteiras,AG,6800,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado AG. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-034-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-034-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-034-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-034-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-034-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/campo/gk-cmp-034-6.png
