sku,name,brand,silo,level,category,surface,price,color,sizes,description,badge,angle1 (main),angle2,angle3,angle4,angle5,angle6
GK-SOC-011,Nike Phantom GX 2 TF #20,Nike,Controlo,Elite,Chuteiras,TF,19200,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-011-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-011-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-011-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-011-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-011-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-011-6.png
GK-SOC-012,Adidas Predator Elite TF #25,Adidas,Precisão,Elite,Chuteiras,TF,8900,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-012-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-012-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-012-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-012-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-012-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-012-6.png
GK-SOC-013,New Balance Tekela V4 Pro TF #26,New Balance,Controlo,Club,Chuteiras,TF,19200,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-013-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-013-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-013-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-013-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-013-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-013-6.png
GK-SOC-014,New Balance Furon V7 Pro TF #31,New Balance,Velocidade,Club,Chuteiras,TF,18500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-014-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-014-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-014-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-014-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-014-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-014-6.png
GK-SOC-015,Adidas F50 League TF #40,Adidas,Velocidade,Academy,Chuteiras,TF,6800,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-015-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-015-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-015-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-015-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-015-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-015-6.png
GK-SOC-016,Mizuno Morelia Neo IV TF #44,Mizuno,Clássico,Elite,Chuteiras,TF,18500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-016-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-016-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-016-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-016-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-016-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-016-6.png
GK-SOC-017,New Balance Furon V7 Pro TF #46,New Balance,Velocidade,Elite,Chuteiras,TF,6800,Phantom / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-017-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-017-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-017-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-017-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-017-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-017-6.png
GK-SOC-018,Nike Mercurial Vapor 16 TF #47,Nike,Velocidade,Pro,Chuteiras,TF,4500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Pro desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-018-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-018-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-018-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-018-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-018-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-018-6.png
GK-SOC-019,Puma Ultra Ultimate TF #50,Puma,Velocidade,Elite,Chuteiras,TF,19200,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-019-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-019-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-019-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-019-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-019-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-019-6.png
GK-SOC-020,Puma Future Ultimate TF #54,Puma,Agilidade,Club,Chuteiras,TF,4500,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-020-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-020-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-020-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-020-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-020-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-020-6.png
GK-SOC-021,Adidas Predator Elite TF #60,Adidas,Precisão,Club,Chuteiras,TF,21500,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-021-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-021-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-021-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-021-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-021-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-021-6.png
GK-SOC-022,New Balance Tekela V4 Pro TF #61,New Balance,Controlo,Club,Chuteiras,TF,21500,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-022-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-022-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-022-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-022-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-022-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-022-6.png
GK-SOC-023,Puma Ultra Ultimate TF #63,Puma,Velocidade,Academy,Chuteiras,TF,19200,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Mais Vendido,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-023-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-023-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-023-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-023-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-023-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-023-6.png
GK-SOC-024,Nike Phantom GX 2 TF #64,Nike,Controlo,Academy,Chuteiras,TF,4500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-024-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-024-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-024-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-024-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-024-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-024-6.png
GK-SOC-025,Mizuno Morelia Neo IV TF #66,Mizuno,Clássico,Academy,Chuteiras,TF,19200,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-025-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-025-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-025-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-025-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-025-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-025-6.png
GK-SOC-026,Nike Phantom GX 2 TF #68,Nike,Controlo,Elite,Chuteiras,TF,6800,Black / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-026-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-026-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-026-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-026-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-026-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-026-6.png
GK-SOC-027,Joma Top Flex Rebound TF #69,Joma,Clássico,Elite,Chuteiras,TF,12500,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-027-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-027-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-027-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-027-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-027-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-027-6.png
GK-SOC-028,Nike Mercurial Vapor 16 TF #70,Nike,Velocidade,Elite,Chuteiras,TF,4500,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Edição Especial,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-028-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-028-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-028-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-028-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-028-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-028-6.png
GK-SOC-029,New Balance Tekela V4 Pro TF #75,New Balance,Controlo,Elite,Chuteiras,TF,8900,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-029-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-029-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-029-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-029-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-029-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-029-6.png
GK-SOC-030,Adidas F50 League TF #77,Adidas,Velocidade,Academy,Chuteiras,TF,15800,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Mais Vendido,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-030-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-030-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-030-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-030-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-030-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-030-6.png
GK-SOC-031,Puma Future Ultimate TF #79,Puma,Agilidade,Elite,Chuteiras,TF,18500,Triple Black,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Elite desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-031-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-031-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-031-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-031-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-031-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-031-6.png
GK-SOC-032,New Balance Tekela V4 Pro TF #81,New Balance,Controlo,Club,Chuteiras,TF,21500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-032-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-032-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-032-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-032-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-032-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-032-6.png
GK-SOC-033,Nike Mercurial Vapor 16 TF #84,Nike,Velocidade,Club,Chuteiras,TF,18500,White / Gold,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Club desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Mais Vendido,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-033-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-033-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-033-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-033-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-033-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-033-6.png
GK-SOC-034,Nike Mercurial Vapor 16 TF #87,Nike,Velocidade,Academy,Chuteiras,TF,8900,Navy / Volt,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-034-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-034-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-034-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-034-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-034-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-034-6.png
GK-SOC-035,New Balance Tekela V4 Pro TF #88,New Balance,Controlo,Academy,Chuteiras,TF,21500,Volt / Silver,"35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",Edição Academy desenhada para tração elite e controlo superior no relvado TF. Tamanhos disponíveis do 35 ao 46.,Stock Verificado,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-035-1.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-035-2.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-035-3.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-035-4.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-035-5.png,https://goldenkicks.co.mz/assets/PRODUCTS/society/gk-soc-035-6.png
